Vendedor,NroFactura,FechaFactura,Cliente,MontoSinImp,Impuestos,Costo,MontoFactura,Tipo,,,,
Carla,3658,2/19/2016,Charles Cnia,627.08,166.68,120,793.76,Empresa,,,,
John,3659,2/20/2016,Geelong Cnia,399.57,106.21,116,505.78,Empresa,,,,
Luis,3660,2/20/2016,"Griffin, Zachary",465.53,123.74,63,589.27,Persona,,,,
Alfonso,3661,2/20/2016,Buffalo Cnia,495.16,131.62,73,626.78,Empresa,,,,
Luis,3662,2/20/2016,Congo Mongo Estudio,576.41,153.22,120,729.63,Empresa,,,,
Pedro,3663,2/20/2016,Rochester Cnia,453.1,120.44,93,573.54,Empresa,,,,
Penelope,3664,2/21/2016,"Griffin, Kyle",130.96,34.81,71,165.77,Persona,,,,
Laura,3665,2/21/2016,"Martinez, Marco",576.41,153.22,66,729.63,Persona,,,,
John,3666,2/21/2016,"Baileya, Angela",303.98,80.8,73,384.78,Persona,,,,
Maria,3667,2/22/2016,Longview Cnia,832.59,221.32,84,1053.91,Empresa,,,,
Penelope,3668,2/22/2016,"Chen, Dylan",325.01,86.39,59,411.4,Persona,,,,
Laura,3669,2/23/2016,"Hill, Lucas",320.23,85.12,91,405.35,Persona,,,,
Carla,3670,2/23/2016,"Kumar, Kevin",385.23,102.4,60,487.63,Persona,,,,
Laura,3671,2/24/2016,"Morris, Devin",754.21,200.48,87,954.69,Persona,,,,
Juan,3672,2/24/2016,"Bailey, Angel",795.31,211.41,94,1006.72,Persona,,,,
Laura,3673,2/25/2016,Canoga Parque,343.17,91.22,98,434.39,Empresa,,,,
Carla,3674,2/25/2016,Corda Empresa de Correos,793.4,210.9,96,1004.3,Empresa,,,,
Laura,3675,2/25/2016,Oleagi Agropecuaria,629.94,167.45,62,797.39,Empresa,,,,
Penelope,3676,2/26/2016,"Ana, Maria",426.34,113.32,102,539.66,Persona,,,,
Maria,3677,2/26/2016,"Diaz, Byron",587.88,156.27,115,744.15,Persona,,,,
Maria,3678,2/26/2016,"Edwards, Nathan",215.08,57.17,80,272.25,Persona,,,,
Luis,3679,2/26/2016,"Sanchez, Ian",285.82,75.97,120,361.79,Persona,,,,
Carla,3680,2/27/2016,Oregon Cnia,841.2,223.6,56,1064.8,Empresa,,,,
John,3681,2/27/2016,"Bryant, Seth",637.59,169.48,81,807.07,Persona,,,,
Luis,3682,2/27/2016,Round Ventures,800.09,212.68,109,1012.77,Empresa,,,,
Pedro,3683,2/27/2016,"Ortega, Marvin",726.49,193.11,89,919.6,Persona,,,,
Maria,3684,2/28/2016,"Turner, Richard",256.19,68.09,86,324.28,Persona,,,,
John,3685,2/28/2016,"Bebbington, Mark",151.04,40.14,64,191.18,Persona,,,,
Luis,3686,2/28/2016,South Portland Cnia,475.09,126.28,112,601.37,Empresa,,,,
Maria,3687,2/28/2016,"Gao, Ronnie",498.03,132.38,90,630.41,Persona,,,,
Maria,3688,2/28/2016,"Zeng, Omar",581.19,154.49,78,735.68,Persona,,,,
Luz,3689,2/28/2016,Paris Cnia,643.33,171,73,814.33,Empresa,,,,
Maria,3690,2/29/2016,Orlando Cnia,766.64,203.78,107,970.42,Empresa,,,,
Pedro,3691,2/29/2016,"Rodriguez, Thomas",780.02,207.34,110,987.36,Persona,,,,
Luis,3692,2/29/2016,"Alonso, Julio",662.44,176.09,98,838.53,Persona,,,,
Luis,3693,2/29/2016,Boulder Cnia,781.93,207.85,64,989.78,Empresa,,,,
Luz,3694,2/29/2016,Burbank Cnia,553.47,147.12,78,700.59,Empresa,,,,
John,3695,2/29/2016,Grupo Ases,458.84,121.96,75,580.8,Empresa,,,,
Luis,3696,2/29/2016,"Evans, Noah",480.82,127.81,110,608.63,Persona,,,,
Luz,3697,2/29/2016,"Lewis, Charles",648.11,172.27,85,820.38,Persona,,,,
Alfonso,3698,2/29/2016,"Kelly, Chase",570.68,151.69,114,722.37,Persona,,,,
Luis,3699,3/1/2016,Gold Coast Accesorios,542.96,144.32,79,687.28,Empresa,,,,
Laura,3700,3/1/2016,"Griffin, Zachary",348.91,92.74,72,441.65,Persona,,,,
Laura,3701,3/1/2016,"Johnson, Benjamin",488.47,129.84,89,618.31,Persona,,,,
Maria,3702,3/1/2016,"Gao, Ronnie",423.47,112.56,96,536.03,Persona,,,,
Pedro,3703,3/1/2016,Burbank Cnia,791.49,210.39,72,1001.88,Empresa,,,,
Penelope,3704,3/2/2016,"Rivera, Adrian",656.71,174.56,120,831.27,Persona,,,,
Penelope,3705,3/2/2016,Charles Cnia,177.8,47.26,65,225.06,Empresa,,,,
Luz,3706,3/3/2016,"Adams, Wyatt",606.05,161.09,57,767.14,Persona,,,,
Penelope,3707,3/3/2016,"Kumar, Leonard",710.24,188.79,79,899.03,Persona,,,,
Carla,3708,3/3/2016,Madridia Cnia,128.1,34.04,87,162.14,Empresa,,,,
Laura,3709,3/4/2016,Oregon Cnia,419.65,111.54,57,531.19,Empresa,,,,
Luz,3710,3/4/2016,"Jackson, Nicholas",416.78,110.78,111,527.56,Persona,,,,
John,3711,3/4/2016,Madridia Cnia,536.26,142.55,73,678.81,Empresa,,,,
Laura,3712,3/4/2016,"Miller, Seth",731.27,194.38,101,925.65,Persona,,,,
Maria,3713,3/4/2016,Gold Coast Accesorios,183.54,48.78,89,232.32,Empresa,,,,
Luis,3714,3/4/2016,"Adams, Fernando",527.66,140.26,64,667.92,Persona,,,,
Luz,3715,3/4/2016,"Gray, Isaiah",452.15,120.18,77,572.33,Persona,,,,
Alfonso,3716,3/5/2016,"Ortega, Marvin",242.8,64.54,87,307.34,Persona,,,,
Carla,3717,3/5/2016,"Adams, Fernando",195.96,52.09,59,248.05,Persona,,,,
Luz,3718,3/5/2016,Semillas Santo Mongo,545.82,145.09,93,690.91,Empresa,,,,
Juan,3719,3/5/2016,"Johnson, Dalton",413.91,110.02,71,523.93,Persona,,,,
Juan,3720,3/6/2016,"Washington, Jose",575.46,152.96,80,728.42,Persona,,,,
John,3721,3/6/2016,Sunbury Cnia,158.68,42.18,59,200.86,Empresa,,,,
Luis,3722,3/7/2016,Round Ventures,350.82,93.25,109,444.07,Empresa,,,,
Laura,3723,3/7/2016,Congo Mongo Estudio,454.06,120.69,96,574.75,Empresa,,,,
Luis,3724,3/7/2016,Victoria Cnia,578.32,153.73,78,732.05,Empresa,,,,
Alfonso,3725,3/7/2016,Corda Empresa de Correos,818.26,217.5,113,1035.76,Empresa,,,,
Luz,3726,3/7/2016,Geelong Cnia,99.42,26.42,64,125.84,Empresa,,,,
Juan,3727,3/7/2016,Congo Mongo Estudio,660.53,175.58,118,836.11,Empresa,,,,
Maria,3728,3/7/2016,Transportes Pampa,495.16,131.62,64,626.78,Empresa,,,,
Carla,3729,3/7/2016,"Green, James",442.59,117.64,105,560.23,Persona,,,,
Pedro,3730,3/7/2016,Wapato Cnia,243.76,64.79,79,308.55,Empresa,,,,
Laura,3731,3/9/2016,"Kumar, Leonard",252.36,67.08,80,319.44,Persona,,,,
Carla,3732,3/9/2016,Oregon Cnia,748.47,198.96,100,947.43,Empresa,,,,
John,3733,3/9/2016,"Sanchez, Eduardo",299.2,79.53,77,378.73,Persona,,,,
John,3734,3/11/2016,"Gray, Isaiah",212.21,56.41,95,268.62,Persona,,,,
Penelope,3735,3/11/2016,"Sanchez, Ian",152.95,40.65,82,193.6,Persona,,,,
Luz,3736,3/11/2016,"Lewis, Charles",148.17,39.38,70,187.55,Persona,,,,
Juan,3737,3/11/2016,Lancaster Vestimenta,725.53,192.86,95,918.39,Empresa,,,,
Laura,3738,3/11/2016,"Griffin, Zachary",641.41,170.5,111,811.91,Persona,,,,
Maria,3739,3/11/2016,Fiorilo Transportes y Correo,486.56,129.33,115,615.89,Empresa,,,,
Laura,3740,3/11/2016,"Rodolfo, Chavez",467.44,124.25,119,591.69,Persona,,,,
Carla,3741,3/11/2016,Oleagi Agropecuaria,554.43,147.37,84,701.8,Empresa,,,,
Penelope,3742,3/12/2016,"Rodriguez, Thomas",455.97,121.2,75,577.17,Persona,,,,
Juan,3743,3/12/2016,Leo Seguros,329.79,87.66,74,417.45,Empresa,,,,
Alfonso,3744,3/12/2016,Round Ventures,176.85,47,110,223.85,Empresa,,,,
Luis,3745,3/12/2016,"Jackson, Noah",712.15,189.3,79,901.45,Persona,,,,
Juan,3746,3/12/2016,Grupo Ases,786.71,209.12,71,995.83,Empresa,,,,
Juan,3747,3/12/2016,"Ross, Christian",664.36,176.59,56,840.95,Persona,,,,
John,3748,3/13/2016,Kiela Cnia,260.97,69.36,80,330.33,Empresa,,,,
Luz,3749,3/14/2016,"Hill, Lucas",199.79,53.1,109,252.89,Persona,,,,
Luis,3750,3/14/2016,"Davis, John",412.95,109.77,57,522.72,Persona,,,,
Carla,3751,3/14/2016,Charleston Cnia,749.43,199.21,110,948.64,Empresa,,,,
Maria,3752,3/14/2016,"Adams, Wyatt",686.34,182.44,107,868.78,Persona,,,,
Alfonso,3753,3/14/2016,Viga Ingenieros,544.87,144.83,92,689.7,Empresa,,,,
Luz,3754,3/14/2016,Oleagi Agropecuaria,398.62,105.95,74,504.57,Empresa,,,,
Laura,3755,3/14/2016,"Griffin, Kyle",364.2,96.81,74,461.01,Persona,,,,
Luis,3756,3/14/2016,"Turner, Richard",444.5,118.15,57,562.65,Persona,,,,
Maria,3757,3/14/2016,"Zeng, Omar",653.84,173.8,109,827.64,Persona,,,,
Alfonso,3758,3/15/2016,Oregon Cnia,207.44,55.13,71,262.57,Empresa,,,,
Penelope,3759,3/15/2016,"Liu, Louis",494.21,131.36,116,625.57,Persona,,,,
Juan,3760,3/15/2016,"Torres, Isaiah",723.62,192.35,82,915.97,Persona,,,,
Penelope,3761,3/15/2016,"Diaz, Gabriel",167.29,44.46,68,211.75,Persona,,,,
Luis,3762,3/15/2016,"Washington, Jack",713.11,189.55,68,902.66,Persona,,,,
Laura,3763,3/15/2016,"Ortega, Marvin",216.04,57.42,79,273.46,Persona,,,,
Juan,3764,3/15/2016,"Johnson, Austin",842.15,223.86,74,1066.01,Persona,,,,
Laura,3765,3/15/2016,"Torres, Isaiah",827.81,220.05,116,1047.86,Persona,,,,
Juan,3766,3/16/2016,"Johnson, Austin",493.25,131.11,81,624.36,Persona,,,,
Maria,3767,3/16/2016,Kolkata Cnia,462.66,122.98,55,585.64,Empresa,,,,
Pedro,3768,3/17/2016,"Bailey, Angel",780.98,207.59,100,988.57,Persona,,,,
Carla,3769,3/17/2016,Corda Empresa de Correos,195.01,51.83,96,246.84,Empresa,,,,
Penelope,3770,3/17/2016,"Perez, Jeremy",534.35,142.04,104,676.39,Persona,,,,
Luis,3771,3/17/2016,"Reed, Richard",339.35,90.2,97,429.55,Persona,,,,
Luz,3772,3/18/2016,"Bryant, Seth",367.07,97.57,66,464.64,Persona,,,,
Alfonso,3773,3/18/2016,"Johnson, Benjamin",352.73,93.76,96,446.49,Persona,,,,
Penelope,3774,3/18/2016,"Evans, Devin",602.22,160.08,110,762.3,Persona,,,,
Alfonso,3775,3/18/2016,"Ortega, Marvin",321.19,85.37,94,406.56,Persona,,,,
Luz,3776,3/19/2016,Trenton Cnia,644.28,171.26,111,815.54,Empresa,,,,
Pedro,3777,3/19/2016,"Johnson, Austin",371.85,98.84,104,470.69,Persona,,,,
Luis,3778,3/20/2016,Kiela Cnia,154.86,41.16,81,196.02,Empresa,,,,
Penelope,3779,3/20/2016,"Diaz, Gabriel",140.52,37.35,55,177.87,Persona,,,,
Alfonso,3780,3/20/2016,"Griffin, Zachary",150.08,39.89,98,189.97,Persona,,,,
John,3781,3/20/2016,Wapato Cnia,305.89,81.31,70,387.2,Empresa,,,,
Luis,3782,3/20/2016,"Morris, Devin",195.96,52.09,65,248.05,Persona,,,,
Maria,3783,3/20/2016,"Arthur, Jermaine",238.98,63.52,70,302.5,Persona,,,,
Carla,3784,3/20/2016,Wapato Cnia,802.96,213.44,106,1016.4,Empresa,,,,
Juan,3785,3/20/2016,Transportes Pampa,347,92.23,120,439.23,Empresa,,,,
John,3786,3/21/2016,"Mitchell, Connor",478.91,127.3,94,606.21,Persona,,,,
Luis,3787,3/21/2016,"Zeng, Omar",453.1,120.44,62,573.54,Persona,,,,
Carla,3788,3/21/2016,Dallas Producciones,114.71,30.49,109,145.2,Empresa,,,,
Alfonso,3789,3/21/2016,"Rodriguez, Thomas",719.8,191.33,58,911.13,Persona,,,,
Carla,3790,3/21/2016,Charles Cnia,623.25,165.67,64,788.92,Empresa,,,,
Luz,3791,3/21/2016,Kolkata Cnia,244.72,65.04,109,309.76,Empresa,,,,
Carla,3792,3/22/2016,Gold Coast Accesorios,471.26,125.27,81,596.53,Empresa,,,,
John,3793,3/22/2016,"Richardson, Juan",319.28,84.86,58,404.14,Persona,,,,
Luz,3794,3/22/2016,"Smith, Jonathan",464.57,123.49,73,588.06,Persona,,,,
Luis,3795,3/22/2016,Sunbury Cnia,680.61,180.91,116,861.52,Empresa,,,,
Pedro,3796,3/23/2016,"Coleman, James",371.85,98.84,97,470.69,Persona,,,,
Pedro,3797,3/23/2016,Rochester Cnia,498.98,132.64,118,631.62,Empresa,,,,
Laura,3798,3/23/2016,Paris Cnia,633.77,168.46,83,802.23,Empresa,,,,
Alfonso,3799,3/24/2016,"Lopez, Blake",831.64,221.06,55,1052.7,Persona,,,,
Juan,3800,3/25/2016,"Johnson, Benjamin",400.53,106.46,94,506.99,Persona,,,,
Pedro,3801,3/25/2016,"Anderson, Nicholas",707.37,188.03,90,895.4,Persona,,,,
Pedro,3802,3/25/2016,"Washington, Jose",287.73,76.48,78,364.21,Persona,,,,
Penelope,3803,3/25/2016,"Mitchell, Marcus",433.98,115.36,109,549.34,Persona,,,,
Alfonso,3804,3/25/2016,Kolkata Cnia,655.75,174.31,57,830.06,Empresa,,,,
John,3805,3/25/2016,"Davis, John",688.25,182.95,78,871.2,Persona,,,,
Luis,3806,3/26/2016,Trenton Cnia,129.05,34.3,116,163.35,Empresa,,,,
Luz,3807,3/26/2016,"Evans, Devin",248.54,66.06,70,314.6,Persona,,,,
Carla,3808,3/26/2016,"Liu, Louis",847.89,225.38,109,1073.27,Persona,,,,
Carla,3809,3/26/2016,Congo Mongo Estudio,314.5,83.59,67,398.09,Empresa,,,,
Luis,3810,3/26/2016,Grupo 3 Estudio de Abogados,812.52,215.98,111,1028.5,Empresa,,,,
Juan,3811,3/27/2016,"Kelly, Chase",331.7,88.17,79,419.87,Persona,,,,
Pedro,3812,3/27/2016,"Diaz, Byron",561.12,149.15,88,710.27,Persona,,,,
Alfonso,3813,3/27/2016,"Anderson, Nicholas",747.52,198.7,57,946.22,Persona,,,,
Carla,3814,3/27/2016,"Gray, Isaiah",785.75,208.87,96,994.62,Persona,,,,
John,3815,3/27/2016,"Hill, Lucas",302.07,80.29,118,382.36,Persona,,,,
Maria,3816,3/28/2016,"Sharma, Ethan",631.85,167.96,116,799.81,Persona,,,,
Luis,3817,3/28/2016,Lake Oswego Cnia,777.15,206.58,120,983.73,Empresa,,,,
John,3818,3/28/2016,"Jackson, Nicholas",399.57,106.21,115,505.78,Persona,,,,
Maria,3819,3/28/2016,"Smith, Julio",537.22,142.8,120,680.02,Persona,,,,
John,3820,3/29/2016,Holyoke Producciones,801.05,212.93,70,1013.98,Empresa,,,,
Juan,3821,3/29/2016,"Anderson, Nicholas",785.75,208.87,94,994.62,Persona,,,,
Pedro,3822,3/29/2016,"Arthur, Jermaine",305.89,81.31,95,387.2,Persona,,,,
Luz,3823,3/29/2016,"Washington, Jack",702.59,186.76,86,889.35,Persona,,,,
John,3824,3/29/2016,"Jackson, Noah",185.45,49.29,82,234.74,Persona,,,,
Luz,3825,3/30/2016,"Smith, Julio",304.94,81.05,81,385.99,Persona,,,,
Juan,3826,3/30/2016,South Portland Cnia,745.61,198.19,115,943.8,Empresa,,,,
Carla,3827,3/31/2016,"Morgan, Brian",728.4,193.62,80,922.02,Persona,,,,
Juan,3828,3/31/2016,"Adams, Fernando",596.49,158.55,65,755.04,Persona,,,,
Maria,3829,3/31/2016,"Kelly, Chase",152.95,40.65,99,193.6,Persona,,,,
Pedro,3830,3/31/2016,Corda Empresa de Correos,140.52,37.35,106,177.87,Empresa,,,,
Laura,3831,3/31/2016,Charleston Cnia,102.29,27.18,111,129.47,Empresa,,,,
Carla,3832,3/31/2016,Paris Cnia,335.53,89.18,84,424.71,Empresa,,,,
Laura,3833,3/31/2016,"Sharma, Ethan",98.46,26.17,92,124.63,Persona,,,,
Juan,3834,4/1/2016,"Griffin, Zachary",399.57,106.21,113,505.78,Persona,,,,
Juan,3835,4/1/2016,Burbank Cnia,319.28,84.86,75,404.14,Empresa,,,,
Luz,3836,4/1/2016,Wapato Cnia,361.34,96.04,90,457.38,Empresa,,,,
Laura,3837,4/1/2016,Madridia Cnia,784.8,208.61,95,993.41,Empresa,,,,
Luz,3838,4/1/2016,"Gonzales, Caleb",713.11,189.55,107,902.66,Persona,,,,
Pedro,3839,4/1/2016,"Johnson, Dalton",279.13,74.19,75,353.32,Persona,,,,
Maria,3840,4/1/2016,Grupo Ases,579.28,153.98,81,733.26,Empresa,,,,
Carla,3841,4/2/2016,Wapato Cnia,242.8,64.54,74,307.34,Empresa,,,,
Maria,3842,4/2/2016,"Rodolfo, Chavez",655.75,174.31,66,830.06,Persona,,,,
Carla,3843,4/3/2016,Jota Cnia,483.69,128.57,62,612.26,Empresa,,,,
John,3844,4/3/2016,Canoga Parque,255.23,67.84,116,323.07,Empresa,,,,
Laura,3845,4/3/2016,Leo Seguros,372.81,99.09,107,471.9,Empresa,,,,
Laura,3846,4/3/2016,"Diaz, Byron",105.15,27.95,115,133.1,Persona,,,,
John,3847,4/4/2016,"Morgan, Brian",108.02,28.71,77,136.73,Persona,,,,
Luis,3848,4/4/2016,"Diaz, Gabriel",303.98,80.8,98,384.78,Persona,,,,
Pedro,3849,4/4/2016,Charles Cnia,783.84,208.36,90,992.2,Empresa,,,,
Alfonso,3850,4/5/2016,"Sharma, Ethan",807.74,214.71,71,1022.45,Persona,,,,
Juan,3851,4/5/2016,"Sanchez, Eduardo",123.32,32.77,73,156.09,Persona,,,,
Pedro,3852,4/5/2016,Semillas Santo Mongo,345.08,91.73,117,436.81,Empresa,,,,
John,3853,4/5/2016,"Rivera, Adrian",259.05,68.86,91,327.91,Persona,,,,
Juan,3854,4/6/2016,"Edwards, Nathan",628.99,167.19,91,796.18,Persona,,,,
Pedro,3855,4/6/2016,"Zeng, Omar",567.81,150.93,87,718.74,Persona,,,,
Juan,3856,4/6/2016,"Diaz, Gabriel",160.6,42.68,106,203.28,Persona,,,,
Laura,3857,4/6/2016,"Sanchez, Ian",342.22,90.96,64,433.18,Persona,,,,
Luz,3858,4/6/2016,Charleston Cnia,852.67,226.65,101,1079.32,Empresa,,,,
Laura,3859,4/6/2016,Fiorilo Transportes y Correo,134.79,35.82,61,170.61,Empresa,,,,
Luz,3860,4/6/2016,"Ana, Maria",562.07,149.41,97,711.48,Persona,,,,
Carla,3861,4/7/2016,"Ana, Maria",751.34,199.72,96,951.06,Persona,,,,
Pedro,3862,4/7/2016,Gold Coast Accesorios,624.21,165.92,105,790.13,Empresa,,,,
John,3863,4/7/2016,Kolkata Cnia,187.36,49.8,71,237.16,Empresa,,,,
Pedro,3864,4/8/2016,"Diaz, Byron",723.62,192.35,70,915.97,Persona,,,,
Luz,3865,4/9/2016,"Ana, Maria",474.13,126.03,69,600.16,Persona,,,,
Penelope,3866,4/9/2016,Fiorilo Transportes y Correo,322.14,85.63,76,407.77,Empresa,,,,
Pedro,3867,4/9/2016,Transportes Pampa,747.52,198.7,76,946.22,Empresa,,,,
Luz,3868,4/9/2016,"Adams, Fernando",282.95,75.21,104,358.16,Persona,,,,
Carla,3869,4/9/2016,"Bailey, Angel",841.2,223.6,79,1064.8,Persona,,,,
Luz,3870,4/9/2016,Canoga Parque,340.31,90.45,56,430.76,Empresa,,,,
Pedro,3871,4/9/2016,"Hernandez, Micheal",648.11,172.27,70,820.38,Persona,,,,
John,3872,4/10/2016,"Martinez, Marco",747.52,198.7,57,946.22,Persona,,,,
Carla,3873,4/10/2016,"Davis, John",293.47,78,72,371.47,Persona,,,,
John,3874,4/10/2016,"Morris, Timothy",673.91,179.14,60,853.05,Persona,,,,
Carla,3875,4/10/2016,Longview Cnia,835.46,222.08,113,1057.54,Empresa,,,,
Juan,3876,4/10/2016,Canoga Parque,134.79,35.82,77,170.61,Empresa,,,,
Laura,3877,4/10/2016,"Adams, Fernando",609.87,162.11,86,771.98,Persona,,,,
Laura,3878,4/10/2016,Semillas Santo Mongo,123.32,32.77,107,156.09,Empresa,,,,
Luz,3879,4/10/2016,"Jackson, Noah",569.72,151.44,108,721.16,Persona,,,,
Alfonso,3880,4/10/2016,Kiela Cnia,532.44,141.53,93,673.97,Empresa,,,,
Alfonso,3881,4/11/2016,"Johnson, Austin",571.63,151.95,80,723.58,Persona,,,,
Luz,3882,4/11/2016,"Rivera, Adrian",421.56,112.05,59,533.61,Persona,,,,
Laura,3883,4/11/2016,Fiorilo Transportes y Correo,751.34,199.72,85,951.06,Empresa,,,,
Luz,3884,4/11/2016,Fiorilo Transportes y Correo,642.37,170.75,94,813.12,Empresa,,,,
Laura,3885,4/12/2016,"Evans, Noah",740.83,196.92,55,937.75,Persona,,,,
John,3886,4/12/2016,"Baileya, Angela",498.03,132.38,72,630.41,Persona,,,,
Luis,3887,4/12/2016,"Hernandez, Micheal",357.51,95.03,114,452.54,Persona,,,,
John,3888,4/12/2016,Victoria Cnia,385.23,102.4,87,487.63,Empresa,,,,
Pedro,3889,4/12/2016,"Evans, Noah",520.97,138.48,107,659.45,Persona,,,,
Penelope,3890,4/12/2016,Viga Ingenieros,100.37,26.68,74,127.05,Empresa,,,,
Laura,3891,4/12/2016,"Ross, Christian",265.75,70.63,80,336.38,Persona,,,,
Alfonso,3892,4/12/2016,Orlando Cnia,412.95,109.77,69,522.72,Empresa,,,,
Pedro,3893,4/12/2016,Trenton Cnia,797.23,211.91,84,1009.14,Empresa,,,,
Luis,3894,4/13/2016,Round Ventures,409.13,108.75,60,517.88,Empresa,,,,
Carla,3895,4/13/2016,"Griffin, Zachary",113.76,30.23,115,143.99,Persona,,,,
Alfonso,3896,4/13/2016,"Ross, Christian",466.48,124,90,590.48,Persona,,,,
Penelope,3897,4/13/2016,"Ana, Maria",109.93,29.22,62,139.15,Persona,,,,
Luis,3898,4/13/2016,"Chen, Dylan",504.72,134.16,108,638.88,Persona,,,,
Alfonso,3899,4/13/2016,Semillas Santo Mongo,487.51,129.59,111,617.1,Empresa,,,,
Luz,3900,4/13/2016,"Bryant, Seth",165.38,43.95,107,209.33,Persona,,,,
Juan,3901,4/13/2016,"Evans, Noah",484.65,128.82,85,613.47,Persona,,,,
Juan,3902,4/14/2016,Boulder Cnia,363.25,96.55,70,459.8,Empresa,,,,
Luz,3903,4/14/2016,Holyoke Producciones,535.31,142.29,112,677.6,Empresa,,,,
Pedro,3904,4/14/2016,"Diaz, Gabriel",498.98,132.64,61,631.62,Persona,,,,
Luis,3905,4/14/2016,"Evans, Devin",802.01,213.18,105,1015.19,Persona,,,,
Carla,3906,4/14/2016,Charles Cnia,333.61,88.68,84,422.29,Empresa,,,,
Penelope,3907,4/15/2016,"Pal, Ricardo",464.57,123.49,89,588.06,Persona,,,,
Alfonso,3908,4/15/2016,"Ana, Maria",685.39,182.18,99,867.57,Persona,,,,
John,3909,4/16/2016,"Griffin, Kyle",609.87,162.11,91,771.98,Persona,,,,
John,3910,4/16/2016,Fiorilo Transportes y Correo,611.78,162.62,79,774.4,Empresa,,,,
John,3911,4/16/2016,Boulder Cnia,685.39,182.18,120,867.57,Empresa,,,,
Luz,3912,4/16/2016,"Rivera, Adrian",462.66,122.98,84,585.64,Persona,,,,
Luis,3913,4/16/2016,"Gray, Isaiah",347,92.23,90,439.23,Persona,,,,
Laura,3914,4/16/2016,Boulder Cnia,812.52,215.98,69,1028.5,Empresa,,,,
Penelope,3915,4/17/2016,"Perez, Jeremy",808.7,214.96,82,1023.66,Persona,,,,
Alfonso,3916,4/17/2016,"Ortega, Marvin",328.83,87.41,75,416.24,Persona,,,,
Luz,3917,4/17/2016,"Green, James",534.35,142.04,99,676.39,Persona,,,,
Penelope,3918,4/17/2016,"Adams, Wyatt",610.83,162.36,78,773.19,Persona,,,,
Laura,3919,4/18/2016,Lake Oswego Cnia,477.95,127.05,97,605,Empresa,,,,
Pedro,3920,4/18/2016,Longview Cnia,181.63,48.27,113,229.9,Empresa,,,,
Juan,3921,4/19/2016,Charleston Cnia,451.19,119.93,79,571.12,Empresa,,,,
Maria,3922,4/19/2016,"Washington, Jose",332.66,88.42,74,421.08,Persona,,,,
Maria,3923,4/19/2016,Wapato Cnia,500.9,133.14,55,634.04,Empresa,,,,
John,3924,4/19/2016,"Davis, John",141.48,37.6,97,179.08,Persona,,,,
Pedro,3925,4/19/2016,"Ramos, Dwayne",787.67,209.37,83,997.04,Persona,,,,
Pedro,3926,4/20/2016,"Torres, Isaiah",523.84,139.24,82,663.08,Persona,,,,
Luz,3927,4/21/2016,"Edwards, Nathan",505.68,134.41,87,640.09,Persona,,,,
Luz,3928,4/21/2016,Oregon Cnia,804.87,213.95,55,1018.82,Empresa,,,,
Pedro,3929,4/21/2016,"Torres, Isaiah",722.67,192.09,77,914.76,Persona,,,,
Luz,3930,4/21/2016,"Baileya, Angela",413.91,110.02,88,523.93,Persona,,,,
Laura,3931,4/22/2016,Lancaster Vestimenta,660.53,175.58,108,836.11,Empresa,,,,
Alfonso,3932,4/22/2016,Grupo Ases,337.44,89.69,96,427.13,Empresa,,,,
Laura,3933,4/22/2016,"Turner, Richard",434.94,115.61,111,550.55,Persona,,,,
Luis,3934,4/22/2016,Sunbury Cnia,676.78,179.9,77,856.68,Empresa,,,,
Laura,3935,4/22/2016,Trenton Cnia,502.81,133.65,59,636.46,Empresa,,,,
Luz,3936,4/22/2016,Viga Ingenieros,593.62,157.79,76,751.41,Empresa,,,,
Luis,3937,4/23/2016,"Morgan, Brian",828.77,220.3,98,1049.07,Persona,,,,
Alfonso,3938,4/23/2016,"Alonso, Julio",211.26,56.15,78,267.41,Persona,,,,
Laura,3939,4/23/2016,"Morris, Timothy",585.97,155.76,59,741.73,Persona,,,,
Pedro,3940,4/24/2016,Rochester Cnia,294.42,78.26,113,372.68,Empresa,,,,
Carla,3941,4/24/2016,"Mitchell, Connor",179.71,47.77,111,227.48,Persona,,,,
Maria,3942,4/24/2016,"Ward, Jeremy",142.43,37.86,58,180.29,Persona,,,,
Luis,3943,4/24/2016,Canoga Parque,432.07,114.85,61,546.92,Empresa,,,,
Juan,3944,4/24/2016,"Mitchell, Connor",323.1,85.88,57,408.98,Persona,,,,
Juan,3945,4/25/2016,Charleston Cnia,718.84,191.08,75,909.92,Empresa,,,,
Penelope,3946,4/25/2016,"Lewis, Charles",487.51,129.59,101,617.1,Persona,,,,
Maria,3947,4/25/2016,"Ramos, Dwayne",485.6,129.08,91,614.68,Persona,,,,
Luis,3948,4/26/2016,"Richardson, Juan",147.21,39.13,94,186.34,Persona,,,,
Juan,3949,4/26/2016,"Adams, Fernando",289.64,76.99,119,366.63,Persona,,,,
John,3950,4/26/2016,Oleagi Agropecuaria,114.71,30.49,97,145.2,Empresa,,,,
Luis,3951,4/26/2016,"Jackson, Noah",423.47,112.56,63,536.03,Persona,,,,
Laura,3952,4/26/2016,"Liu, Louis",791.49,210.39,111,1001.88,Persona,,,,
Luis,3953,4/26/2016,"Adams, Fernando",141.48,37.6,108,179.08,Persona,,,,
Luis,3954,4/27/2016,"Kumar, Kevin",802.01,213.18,110,1015.19,Persona,,,,
Laura,3955,4/27/2016,Oregon Cnia,221.77,58.95,94,280.72,Empresa,,,,
